project_ptr_id,name,budget,staff_list_plain,aims,description
688,"<p>Curtin University,&nbsp;The University of Western Australia</p>","<p>$336,000</p>",D Merritt,"<ul>
<li>Develop novel applications and technological refinements of flow-through respirometry for non- destructive, real-time measurements of seed energetics.</li>
<li>Explore the ecology and diversity of seed respiration using allometric regression and residual analysis in a phylogenetic context.</li>
<li>Deploy respirometry as a research and management tool to improve predictions of seed longevity for conservation seed banks.</li>
<li>Understand seed dormancy types through metabolic signatures.</li>
</ul>","<p>This project is examining the relationship between seed metabolic activity and seed longevity, dormancy, and germination. A key aim is to develop novel applications of respirometry for predicting seed storage life and for rapid and automated assessment of seed treatments that enhance germination performance.</p>"
306,<p>Edith Cowan University</p>,<p>Nil</p>,"A Kendrick, S Wilson",,
294,<p>Caring for our Country </p>,<p>$317K over two years </p>,N Burrows,,
293,<p>Caring for our Country </p>,<p>$890K 2010-2013 </p>,"K Morris, R Palmer",,
913,"<p>Curtin University, The University of Western Australia, University of Queensland, Victoria University of Wellington</p>",<p>Nil</p>,"C Ross, R Evans","<p>Coral reefs provide critical ecological and geomorphic services, which interact in complex and dynamic ways.&nbsp;More reliable predictions of ecological response to physio-chemical changes are needed to develop appropriate management and mitigation strategies that seek to protect and preserve these complex systems. Quantitative models that capture system complexity <em>and</em> bridge the ecological-geological divide will play an increasingly important role for predicting future changes. Developing a geo-ecological carbonate reef system model is an important first step towards the development of predictive models. This project aims to develop a qualitative geo-ecological carbonate reef system model that links geomorphic, ecological, and physical processes. The qualitative model will provide a blueprint for future reef studies that aim to quantify net carbonate production and sediment dynamics, thereby improving our capacity to predict responses of reefs and reef-fronted shorelines to future climate change.&nbsp;</p>
<p>&nbsp;</p>","<p>The project involved a&nbsp;scientific workshop that pooled expert knowledge from key disciplines (ecology, sedimentology, biogeochemistry, coastal geomorphology) to conduct a literature review and develop the new geo-ecological reef system model. The workshop and model development has been completed, and a manuscript was published.&nbsp;</p>"
335,"<p>Royal Botanical Gardens, Melbourne </p>",<p>$2.1K </p>,R Robinson,,
767,"<p>University of Queensland, Karara Mining Limited, The University of Western Australia, Curtin University</p>
<p>&nbsp;</p>","<p>$590,000</p>",J Stevens,"<p>The objectives are to:<br />(1) Investigate factors accelerating bioweathering of ferric minerals in combination with OM decomposition via ecoengineering inputs and associated methodologies to prime and stimulate soil formation processes in tailings;<br />(2) Investigate soil/rhizosphere factors driving the shift of microbial communities towards organotrophic microbes, catalysing in-situ decomposition of native plant litter and nutrient cycling, promoting sustainable rehabilitation;<br />(3) Establish primary physicochemical and biogeochemical indicators and standards for assessing the development of the eco-engineered soil and to formulate operationally feasible and cost-effective technologies to be deployed on mine sites.</p>
<p>Because of significant shortages of soil at metal mine sites, rehabilitation of hundreds of thousands of hectares of tailings with soil cover is costing billions of dollars to the Australian mining industry, threatening its ecological and commercial sustainability. This project aims to develop an integrated and low-cost eco-engineering technology to purposefully accelerate in-situ formation of soil from the tailings for sustainable native plant community rehabilitation at metal mines.</p>","<p>Sustainable rehabilitation of tailings at metal mine sites is severely constrained by soil resource deficiency.<br />Building on our recent findings of critical processes in soil formation from Cu/Pb-Zn tailings, we aim to develop an integrated technology through eco-engineering the mineralogy and organic constituents of tailings to initiate and accelerate soil formation by using magnetite tailings as a template. The technology will be underpinned by research to mediate and stimulate key biogeochemical and rhizosphere processes in the tailing-soil towards a functional 'technosol'. We aim to apply this technology at metal mines in Australia, to offset the soil required for rehabilitating tailings landforms with native plant communities.</p>"
687,"<p>Department of Water and Environmental Regulation, Water Corporation&nbsp;</p>",<p>$2000</p>,B Huntley,<p>To monitor changes in vegetation cover across groundwater dependent ecosystems at Millstream.</p>,"<p>The Department of Water and Environmental Regulation (DWER) are reviewing the ecological water requirements of groundwater dependent ecosystems at Millstream as part of the Pilbara groundwater allocation plan. Linked to the review of EWR and as an outcome of the 2010 Millstream Harding Consultative Committee meeting, DoW has also reviewed the vegetation monitoring programme for Millstream. The result is that the Remote Sensing and Spatial Analysis&nbsp;has been engaged to produce projected foliage cover (PFC) products from Landsat satellite imagery to assist the DWER monitoring programme. Historical timeseries and annual PFC estimates have been delivered annually from 2013.</p>"
570,<p>Australian Nuclear Science and Technology Organisation</p>,"<p>$20,000</p>",S Whiting,,
568,<p>CSIRO</p>,<p>Nil</p>,"C Yates, C Gosper",,
1021,<p>Landscape SA and South Australian Research and Development Institute</p>,"<p>$32,600</p>","K Waples, H Raudino",<p>Aim to identify the extent to which differences in Australian sea lion population dynamics can be explained by regional risk profiles and cumulative impacts.</p>,"<p>The evaluation of region-specific threats to the species, information gap prioritisation and targeting of on-ground monitoring and research programs in two workshops attended by South Australian and Western Australian experts and stakeholders.</p>
<p>The project will assist in the evaluation of a number of Commonwealth management actions, including the ASL Management Strategy (2015), the Threat Abatement Plan for the Impacts of Marine Debris on the Vertebrate Wildlife of Australia&rsquo;s Coasts and Oceans (2018), and State management actions including the Ecological Risk Assessment for the Temperate Demersal Elasmobranch Resource (WA, 2021) and the Five-year Monitoring and Research Program to Support the Recovery of the Australian Sea Lion (SA) and inform the new National Recovery Plan due to supersede the current one in October 2023.</p>
<p>Outcomes: will address region- and population-scale challenges across the Australian range, address specific Action Areas outlined in the Threatened Species Strategy Action Plan for 2021-26 and help to prioritise information and on-ground work needed to support the revision of the Australian sea lion Recovery Plan. &nbsp;</p>"
762,"<p>Australian Research Council, University of Queensland, University of Western Australia, Perth Zoo, Melbourne Zoo, Taronga Zoo, Adelaide Zoo, Shedd Aquarium, Vancouver Aquarium, North Carolina Aquarium, St Louis Zoo, Denver&nbsp;Zoo, Oregon Zoo, Philadelphia Zoo, Brookfield Zoo, Oregon&nbsp;Zoo, Woodland&nbsp;Park Zoo</p>","<p>$236,822</p>",P Mawson,<p>This project aims to investigate the influence of you zoo visitors' value priorities on their conservation learning outcomes by developing values-based conservation education programs and measuring their impact on the adoption of environmental behaviours in families.</p>,"<p>This project will address a significant global challenge &ndash; how to encourage individuals to adopt more environmentally sustainable behaviours in their everyday lives. It will research and design four value-based approaches to designing zoo and aquarium exhibits and messages, then systematically evaluate their impact on visitors&rsquo; conservation learning. Results will inform guidelines for the development of theory-based zoo and aquarium conservation education experiences that have the potential to influence the behaviour of millions of visitors world-wide. The involvement in the project of zoos from Australia, USA and Canada confirms support within the industry for the importance and relevance of this line of research.</p>"
679,"<p>Australian Research Council, Murdoch University</p>","<p>$455,000</p>","B Miller, R Miller, K Ruthrof","<p>To identify effective bushland management approaches that balance reduction in fire hazard with retention of biodiversity values in and around Australia&rsquo;s fastest growing major city (Perth)</p>
<p>1)&nbsp;&nbsp;&nbsp; Identify the range of fire regimes (combination of interval and season) that optimise the persistence of native biodiversity in urban and peri-urban Banksia woodlands;</p>
<p>2)&nbsp;&nbsp;&nbsp; Determine the effect of varying fire interval on fuel loads, including with the contribution of invasive grassy weeds as fuels;</p>
<p>3)&nbsp;&nbsp;&nbsp; Quantify the importance of interactions between fire season, post-fire rainfall, weed abundance, and herbivore effects on the relationships of fire-interval and plant population persistence;</p>
<p>4)&nbsp;&nbsp;&nbsp; Validate the current best-practice juvenile-period approach to estimating tolerable fire intervals, and</p>","<p>This project will identify optimal fire intervals for biodiversity maintenance in Banksia woodlands of the Perth urban/peri-urban region by comparing the abundance of native plant species before and after managed fires at varying interval. This involves: 1) Planning fire in sites selected to contain representative vegetation with known time since last fire to create a range of fire intervals. 2) Well-designed survey completed prior to fire to assess pre-fire abundance of all plant species. 3) Application of fire in the selected sites in Spring or Autumn. 4) Reassessment of species abundance in the same sites after fire. 5) Analysis of the ratio of pre-to post-fire abundance in relation to previous fire interval (and covariate biotic and abiotic factors) to identify the shortest fire interval that does not lead to a decline in species abundance. 6) Statistical modelling of this relationship to assess the effect of covariates such as fire season, fire intensity, post-fire rainfall, grassy weed and herbivore abundance.</p>
<p>&nbsp;</p>"
524,<p>Rio Tinto</p>,"<p>$3,000,000</p>","L Gibson, R Palmer, H Anderson",,
487,"<p>Australian Research Council, Murdoch University</p>","<p>$150,000</p>","A Wayne, K Morris",,
989,<p>Shire of Mundaring</p>,<p>Nil</p>,K Zdunic,"<p>The aim of the wildlife corridor mapping is to support landscape biodiversity conservation and enhance and maintain ecological processes and climate adaptation broadly into the future, rather than focus on fauna or threatened species.&nbsp; This information will be used to prioritise protection and management of native vegetation, and to make additional information or services available to residents who are custodians of parts of wildlife corridors or important &lsquo;stepping stone&rsquo; patches.&nbsp; The data sources and methodology are required to be documented in an accompanying report to enable future re-mapping.</p>
<p>The results of the wildlife corridor mapping within the Shire of Mundaring would identify priority areas on DBCA managed lands to inform:<br />&bull; Where conservation management actions should be prioritised and implemented<br />&bull; Fire management planning to protect valuable areas<br />&bull; Land use planning advice<br />&bull; Where future biodiversity monitoring could be implemented<br />&bull; Potential future collaborations between Shire of Mundaring and Perth Hills district (funding dependent)</p>","<p>Wildlife corridor mapping is being undertaken to support landscape biodiversity conservation and enhance and maintain ecological processes and climate adaptation broadly into the future. The developed methodology may be of use for other locations or local government areas, or DBCA may choose to refine the approach based on the experience and results from this project. Should the approach and resulting actions be effective, this will support landscape scale connectivity, species movement and climate change adaptation for the conservation areas managed by DBCA in and around the Shire of Mundaring.</p>"
992,<p>Automated Groundwater Dependent Vegetation Detection and Monitoring Tool</p>,<p>Nil</p>,B Huntley,"<p>To develop an automated approach to:</p>
<ul>
<li>Identify groundwater dependent vegetation (GDV) using satellite imagery (Landsat and Sentinel) using a modelling approach.</li>
<li>Monitor change (near real time) in GDV.</li>
</ul>
<p>Software developed will be in the form of an ArcGIS Pro toolbox plugin.</p>","<p>An external collaboration with Curtin University researchers and project partners Roy Hill Iron Ore, BHP, Rio Tinto, Fortescue Mining Group, Atlas Iron, DWER, Geoscience Australia and Frontier SI to co-develop automated methods to assist environmental monitoring programs in the Pilbara.</p>
<p>Curtin University researchers are developing software that contains a suite of models that target identification and monitoring change of groundwater dependent vegetation. DBCA involvement includes the provision of remote sensing advice, software testing and inclusion on the project steering committee to guide progress and future directions of the project.</p>"
676,"<p>Dambimangari Wanjina-Wunggurr Aboriginal Corporation, Bardi and Jawi Niimidiman Aboriginal Corporation</p>","<p>$214,500</p>","W Robbins, T Holmes","<ul>
<li>Establish baseline benthic datasets to support the ongoing monitoring and management of intertidal coral reefs (<em>wooddooroo</em>) in the Kimberley, particularly in light of projected increases in the frequency of pressures such as climate change;</li>
<li>To explore the efficacy of environmental DNA (eDNA) as a proxy metric for more rapid, less invasive future monitoring of benthic diversity; and</li>
<li>To determine the genomic basis for thermal-tolerance in Kimberley corals, and combine this with other newly developed genomic resources for corals to develop a DNA-based toolkit for understanding and managing coral communities.</li>
</ul>","<p>Coral reef ecosystems of the Kimberley (<em>wooddooroo</em>) have been described as some of the least impacted in the world due to their resilient biology, and the low level of local anthropogenic pressures (Halpern et al., 2008). The Kimberley intertidal <em>wooddooroo</em>&nbsp;host a diverse assemblage of marine life, including over 225 species of coral (Richards et al., 2015; 2018). Kimberley <em>wooddooroo</em> are an important cultural asset for Traditional Owners such as the Dambimangari, Mayala and Bardi Jawa while also providing food and habitat for a range of similarly-important fish, crustacea and molluscs. Kimberley <em>wooddooroo</em> appear especially hardy, as they have successfully adapted to environmental extremes such as extreme temperatures and desiccation during the large local macrotides (11+ m during spring waters) (Richards et al., 2015).</p>
<p>W<em>ooddooroo</em> found in the broader Kimberley and within the Lalang-garram Marine Parks are widely recognised as a significant ecological and cultural asset. Recognition of the importance of these <em>wooddooroo&nbsp;</em>habitats was one of the key drivers for creation of the Lalang-garram Marine Parks network within the Dambimangari Native Title area. However, while Kimberley intertidal <em>wooddooroo&nbsp;</em>are currently healthy, they are not exempt from threats by climate change and outbreaks of predators, disease and invasive species which threaten other nearshore intertidal coral reefs around the world (Hughes et al., 2017; Richards et al., 2018). Hence, <em>wooddooroo</em> have been recognised as a DBCA monitoring priority in all Marine Parks within the Kimberley IMCRA bioregion (Halford and Kendrick, 2017).</p>
<p>To allow appropriate monitoring of intertidal Kimberley <em>wooddooroo</em>, it is important to firstly build up our knowledge of their diversity. Benthic community composition, level of <em>wooddooroo</em> cover, and distribution are key performance indicators (KPI) identified in Lalang-garram Marine Park Management Plans. This project will build baseline data to enable reporting on these KPIs, and will further examine the genomics of Kimberley <em>wooddooroo.</em></p>"
960,<p>BioPlatforms Australia: Threatened Species Initiative</p>,<p>N/A</p>,K Ottewell,"<p>The Threatened Species Initiative aims to:</p>
<ul>
<li>develop best practice reference genomes for up to 50 key threatened species in Australia, alongside reduced representation sequencing datasets for individuals of each species;</li>
<li>generate analytical methods for routine adoption of genetic analysis for threatened species management plans;</li>
<li>develop a reporting mechanism on genetic appropriateness of breeding populations for use in species translocations and subsequent management actions;</li>
<li>develop tools for ongoing genetic monitoring e.g. genetic diversity over time, response to intervention etc.;</li>
<li>ensure that genomic data is made freely available to enable iterative and ongoing analysis into the future.</li>
</ul>","<p>The mission of the Threatened Species Initiative is to build genomic resources to understand and protect Australia&rsquo;s threatened species. The aim is to improve conservation practices through the use of cutting-edge genomics technology and advanced computational biology to transform the way the conservation industry manages wildlife recovery programs.</p>
<p>Genomic data provides powerful insight into the distribution of genetic diversity across populations of threatened species and to investigate within-population rates of inbreeding and heterozygosity. Data on these aspects of species' biology can assist in assessing appropriate management units for conservation attention, targeting conservation management to populations at risk of decline, identifying appropriate source populations for translocation and evaluating translocation success.</p>"
941,,,,,
303,"<p>Curtin University, Department Agriculture and Food </p>",<p>Nil </p>,"N Guthrie, S van Leeuwen",,
302,"<p>CSIRO, National Environmental Science Program - Threatened Species Recovery Hub, Australian Wildlife Conservancy, Bush Heritage Australia, Department of the Environment and Energy</p>","<p>$38,000</p>",A Burbidge,,
301,<p>CSIRO Marine and Atmospheric Research </p>,<p>$55K in kind (2009-2012) </p>,"S Wilson, T Holmes",,
299,<p>CSIRO Ecosystem Sciences </p>,<p>Nil </p>,"A Pinder, N McKenzie, L Gibson, M Lyons, A Burbidge",,
655,"<p>Curtin University, Department of Primary Industries and Regional Development</p>",<p>Nil</p>,T Holmes,"<p>The aim of this study was to understand how small-scale variation with depth between shallow reef lines compared with medium scale spatial variation between marine reserves at a distance of 70 km apart. It was hypothesised that:</p>
<p>1) there would be significant differences in the abundance and biomass of reef fish species between reef lines, and</p>
<p>2) there would be significant differences in the abundance and biomass of reef fish species between the two locations sampled after accounting for any confounding habitat factors.</p>","<p>Baited Remote Underwater stereo-Video systems were used to assess fish communities across a depth gradient in the Marmion and Shoalwater Islands marine parks. Data was used to assess changes in fish communities based on biological, latitudinal and physical variables with a view to informing future management actions for fish communities in the Perth metropolitan region.</p>"
645,<p>Curtin University</p>,<p>Nil</p>,G Shedrawi,"<ul>
<li>Develop remote sensing methods to monitor change in reef structure on coral reefs;</li>
<li>Quantify spatial and temporal change in reef structure as a result of disturbance</li>
</ul>",
604,"<p>Great Victoria Desert Biodiveristy Trust, Anglo Gold Ashanti</p>",<p>Nil</p>,"S van Leeuwen, M Williams, L Gibson, M Cowan, D Pearson",,
483,"<p>Department of Primary Industries and Regional Development, CSIRO, Australian Institute of Marine Science, Curtin University</p>",<p>Nil</p>,R Evans,,
350,<p>The University of Western Australia</p>,<p>Nil</p>,M Cowan,,
605,"<p>Department of Primary Industries and Regional Development, Department of Water and Environmental Regulations, Kimberley Land Council, Nyamba Buru Yawuru Ltd,&nbsp;Yamatji Marlpa Aboriginal Corporation, Karajarri Aboriginal Corporation, Nyangumarta Warram Aboriginal Corporation.</p>","<p>$600,000</p>","M Byrne, S van Leeuwen, M Dziminski, M Lyons, A Markey","<p><strong>Bilby</strong></p>
<p>Determine the baseline occupancy of bilby populations in the La Grange project area and assess abundance at selected populations (numbers of animals within populations). This information will enable a model of the distribution of bilby within the La Grange project area to be constructed, will deliver outputs that inform and provide context for environmental impact assessment procedures.</p>
<p><strong>Conservation Significant Flora</strong></p>
<p>Undertake targeted survey for Rare and Priority flora, with a focus on areas deemed to be preferred soil types for agriculture (Figure 1). This information can then be used to inform spatial planning tools to inform agricultural developments in the region. The project will:</p>
<ol>
<li>confirm the existence of, and provide estimates of population sizes and condition of, previously known populations of Rare and Priority flora;</li>
<li>search environments deemed likely to support additional populations of such species; and</li>
<li>reassess the conservation status of known Rare and Priority flora, summarise current understanding of habitat preferences and provide advice on potential impacts of agricultural development to known populations.</li>
</ol>","<p><strong>Assessment of bilby populations</strong></p>
<p>Bilby populations have suffered a severe decline in their distribution; now occupying less than 20 percent of their former range. Consequently, the species is listed as Vulnerable both in WA and under the <em>Commonwealth Environment Protection and Biodiversity Conservation Act</em> 1999. With ongoing decline, the La Grange area has been identified as potentially important for bilby populations. &nbsp;This project will determine the baseline occurrence of the bilby in the La Grange project area and assess abundance of key populations.</p>
<p>Project components include:</p>
<ol>
<li>A presence/absence survey to determine bilby occurrence at 310 sites within the project area.</li>
<li>An assessment of the abundance of bilbies of key populations using DNA extracted from scats.</li>
</ol>
<ul>
<li>A distribution model of the bilby in the project area in relation to habitat features.</li>
</ul>
<p><strong>Assessment of conservation significant plant species</strong></p>
<p>The conservation significant plant survey will provide a much needed understanding of the distribution and conservation status of Rare and Priority plant species in the project area. This survey will involve targeted searches for these species, with a focus on areas identified as supporting soil types preferred for agriculture.</p>
<p>Project components include:</p>
<ol>
<li>Desktop exercise to identify preferred habitat types using information obtained known locality records, specimens in the Western Australian Herbarium and from a review of soil, hydrology and geological maps.</li>
<li>Targeted surveys to confirm the presence of previously recorded populations, validate knowledge from the desktop study, and guide the search effort to find new populations.</li>
<li>Identification of collected specimens, data compilation and review of the conservation significance of each plant species.</li>
</ol>"
587,"<p>Australian Research Council, Charles Darwin University, Save the Gouldian Fund,&nbsp;Ballanggarra Aboriginal Corporation, World Wide Fund for Nature,&nbsp;Wild Spy Pty Ltd, National Drones Pty Ltd, The University of Auckland, Kimberley Land Council</p>","<p>$400,000</p>",I Radford,,
286,<p>Western Australian Museum </p>,<p>Nil </p>,"L Gibson, F Koehler, V Kessner",,
285,<p>Australian Marine Science Association (WA) </p>,<p>Nil </p>,J Moore,,
567,"<p>Curtin University, The University of Western Australia, University of Saskatchewan</p>","<p>$330,000</p>","C Yates, M Byrne",,
566,"<p>CSIRO, University of Tasmania, Edith Cowan University</p>","<p>$298,000</p>","M Byrne, C Yates, B MacDonald, R Binks, L McLean",,
565,<p>James Cook University</p>,"<p>$2,040,000 (2012-2017)</p>","C Lohr, K Morris, L Gibson",,
536,<p>National Environmental Science Program - Threatened Species Recovery Hub</p>,<p>Nil</p>,"L Gibson, K Morris",,
533,<p>Australian Biological Resources Study</p>,"<p>$12,000</p>","M Williams, M Cowan, R Butcher, R Davis",,
532,"<p>Anglogold Ashanti, Department of the Environment, Rangelands NRM</p>","<p>$85,000</p>","S van Leeuwen, M Williams, D Pearson, M Cowan, L Gibson",,
531,"<p>Rangelands NRM, Kanyirninpa Jukurrpa, Aditya Birla Minerals, Newcrest, Cameco, Bamford Consulting,</p>",<p>Nil</p>,"S van Leeuwen, K Morris, M Dziminski",,
530,"<p>Environmental Consultants Association of Western Australia, Environmental Institute of Australia and New Zealand, Office of the Environmental Protection Authority</p>",<p>Nil</p>,"S van Leeuwen, A Burbidge, M Cowan, K Morris, M Williams, N Thomas",,
528,"<p>Department of the Environment and Energy - Environmental Resources Information Network, Terrestrial Ecosystem Research Network</p>",<p>Nil</p>,"S van Leeuwen, P Gioia",,
527,"<p>National Environment Science Program, Charles Darwin University, The University of Western Australia, CSIRO, Kimberley Land Council&nbsp;</p>",<p>Nil</p>,S van Leeuwen,,
1050,<p>Global Peat Microbiome Project (GPMP)</p>,<p>Nil</p>,J Rutherford,"<p>Characterise peatland microbial communities in WA wetlands and springs.</p>
<p>Understand the condition of WA peatlands from a global perspective.</p>
<p>Review and incorporate global scale peatland parameters into WA peatland research and monitoring.</p>
<p>Interpret the condition of WA microbial communities in relation to local climate and land use stressors.</p>
<p>&nbsp;</p>","<p>DBCA have sampled and provided the GPMP with peat from wetlands and springs within the Muir-Byenup and Walyarta Conservation Park Ramsar sites. Microbial communities were analyzed by GPMP research partners who provided bulk DNA from peat to the Joint Genome Institute who sequenced for fungi and prokaryotes. Peat physico-chemical data was analysed to characterize environmental conditions and interpret variation in microbial communities. Results are published in a series of journal articles that describe global and local trends in peatlands.</p>
<p>&nbsp;</p>"
525,<p>BHP (Community Development Project)</p>,"<p>$50,000</p>","A Pinder, K Quinlan, A Markey",<p>This project aimed to resurvey the flora and fauna of the springs within the Walyarta section of the Eighty Mile Beach Ramsar wetlands to provide advice on their current conservation values and condition.</p>,"<p>The biological values of the Ramsar listed Walyarta wetlands were surveyed in the late 1990s to provide the first comprehensive documentation of their biodiversity values. These wetlands include numerous permanent mound springs on the southern edge of a large saline playa and a permanent groundwater-fed saline creek fringed by the most inland occurrence of mangroves in Western Australia.</p>
<p>With much of this area being transferred into the conservation estate, the need to report on the condition of Ramsar wetlands and increasing development of groundwater resources for industry and agriculture, a new survey was undertaken in 2015, with funding from BHP. This survey included terrestrial and wetland components and was undertaken at the same time as hydrological investigations at the springs. Wetland vegetation composition and condition were surveyed by Species and Communities Branch and Environmental Management Branch while the Wetlands Conservation Program surveyed aquatic invertebrates. Most components have been analysed and published but some additional studies of the flora are being completed.</p>"
523,"<p>Chevron - Gorgon Net Conservation Benefit, James Cook University, Australian Research Council Centre of Excellence for Coral Reef Studies</p>","<p>$5,000,000</p>","C Lohr, K Morris, L Gibson",,
457,"<p>Australian Research Council, Australian National University, CSIRO, Alcoa</p>","<p>$375,000</p>",M Byrne,,
455,<p>Australian Centre for Ecological Analysis and Synthesis </p>,<p>Nil </p>,C Gosper,,
410,<p>State NRM</p>,"<p>$1,600,000 (2013-2015)</p>",D Coates,,
404,<p>Murdoch University</p>,"<p>$235,000</p>","D Pearson, M Cowan",,
362,<p>Woodside Energy </p>,<p>$120K </p>,"R Butcher, S van Leeuwen, K Shepherd, J Wege",,
522,"<p>Terrestrial Ecosystem Research Network, CSIRO</p>","<p>$12,000</p>","S van Leeuwen, M Byrne",,
521,"<p>Greening Australia, Rangelands NRM, Pilbara Corridors</p>",<p>Nil</p>,S van Leeuwen,,
518,"<p>Main Roads Western Australia, Kimberley Land Council, Rangelands NRM Western Australia, Nyamba Buru Yawuru Ltd, Walalakoo Aboriginal Corporation, Bardi Jawi Aboriginal Corporation</p>","<p>$600,000</p>","M Dziminski, R McPhail, F Carpenter",,
517,<p>Landgate</p>,"<p>$12,000</p>",F Mayer,,
514,"<p>ARC Linkage Charles Darwin University, University of Melbourne</p>","<p>$327,000 (2015-2019)</p>",I Radford,,
502,<p>Bushfire and Natural Hazards CRC</p>,<p>Nil</p>,L Mccaw,,
497,<p>CSIRO</p>,<p>Nil</p>,"T Holmes, K Waples, A Kendrick, G Shedrawi",,
496,"<p>The University of Western Australia, Botanical Gardens and Parks Authority</p>","<p>$520,000</p>","M Millar, D Coates, M Byrne",,
349,<p>The University of Western Australia</p>,<p>Nil</p>,M Cowan,,
334,"<p>Fortescue Metals Group (Main Line Duplication Offset), Millennium Minerals (Golden Eagle Offset) </p>","<p>$100K (2012-2021), $60K (2012-2017) </p>","K Morris, F Carpenter, M Dziminski",,
332,"<p>Rio Tinto, Queensland Herbarium, Darwin Herbarium</p>",<p>Nil</p>,"R Butcher, S van Leeuwen",,
331,"<p>Rio Tinto, BHP</p>","<p>$450,000</p>","M Byrne, R Binks",,
330,<p>Rio Tinto</p>,"<p>$120,000</p>","J Huisman, S Dillon",,
328,<p>National Heritage Trust (Kimberley Land Council) </p>,<p>$2.7K for 2006-2011 (incl. $165k for two years) </p>,"L Gibson, N McKenzie, R Palmer, M Lyons, G Keighery, D Pearson",,
327,"<p>National Climate Change Adaptation Research Facility, Monash University, Griffith University, South Australian Research and Development Institute, Department of Environment and Resource Management (Qld), Natural Resources, Environment, the Arts and Sport (NT) </p>",<p>$426K </p>,"A Pinder, K Quinlan",,
911,<p>Victoria University of Wellington</p>,<p>Nil</p>,C Ross,<p>The aim of this project is to quantify the the relative importance of CCA and other non-scleractinian calcifying taxa to coral reef carbonate production under the ongoing climate crisis.</p>,"<p>Coral and crustose coralline algae (CCA) control primary carbonate production in coral reefs and create the three-dimensional reef framework through the bio-calcification of their CaCO<sub>3</sub> skeletons. Corals are the primary framework builders, calcifying rapidly in three dimensions, while CCA bind the reef framework, providing substrate for coral settlement and stabilisation. While much work has been done to understand the contribution of corals to carbonate budgets, relatively little is known about the contribution of CCA. Furthermore, ongoing declines in coral cover due to a range of environmental perturbations may influence the relative importance of CCA and other non-scleractinian calcifying taxa to coral reef carbonate production.&nbsp;This project show that CCA are important carbonate producers that, under certain conditions, can match or even exceed the contribution of corals to coral reef carbonate production. Despite their importance, CCA are often inaccurately recorded in benthic surveys or even entirely missing from coral reef carbonate budgets. The project outlines several recommendations to improve the inclusion of CCA into such carbonate budgets under the ongoing climate crisis. This work has been published in Communications Earth &amp; Environment (<a href=""https://doi.org/10.1038/s43247-023-00766-w"">https://doi.org/10.1038/s43247-023-00766-w</a>).&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>"
283,"<p>Australian Institute of Marine Science, CSIRO Marine and Atmospheric Research, Department of Fisheries </p>",<p>Nil </p>,"S Wilson, J Moore",,
282,"<p>Australian Institute of Marine Science, Australian National University</p>",<p>$30K</p>,"S Wilson, T Holmes",,
280,<p>Australian Biological Resources Study via Adelaide and Murdoch Universities </p>,<p>ABRS: $14K p.a. 2009-2011 </p>,J Huisman,,
279,<p>Australian Biological Resources Study </p>,<p>$8K </p>,"M Cowan, S van Leeuwen, N Gibson, M Langley, N Guthrie",,
277,<p>Australian Biological Resources Study </p>,<p>$8K for 2009-2010; $5K for 2010-2011 </p>,T Macfarlane,,
908,<p>Global Coral Reef Monitoring Network</p>,<p>Nil</p>,"T Holmes, S Wilson, C Ross, J Goetze, W Robbins, R Evans, M Moustaka","<ul>
<li>Improve understanding of coral reef of status and trends, globally and regionally;</li>
<li>Analyse and communicate coral reef biophysical and social and economic trends, providing science-based recommendations in support of raising awareness, management and policy development;</li>
<li>Enable and facilitate greater utilisation of coral reef data, including in research;</li>
<li>Build human and technical capacity to collect, analyse and report biophysical and socio-economic data on coral reefs.</li>
</ul>",
897,<p>Great Victoria Desert Biodiversity Trust</p>,"<p>$86,279</p>","J Ruscalleda Alvarez, R Van Dongen","<p>The aims of the project were to create fire scar maps from the Landsat data over the Great Victoria Desert. these maps were then used to:&nbsp;&nbsp;</p>
<ol>
<li>calculate a number of statistics including fire area by year;&nbsp;</li>
<li>create ""year since last burn"" and fire frequency datasets;</li>
<li>determine the average interval of return between fires; and</li>
<li>compare the differences between fire scares mapped using MODIS (250 m pixel), Landsat (30 m pixel) and sentinel (10 m pixel) satellite imagery.</li>
</ol>","<p>The purpose of the project was to provide a comprehensive fire scar history for the Great Victoria Desert for the years 1995 to 2019 (inclusive) using Landsat satellite imagery. Landsat imagery has a ground pixel resolution of 30 metres, has been captured at regular intervals since 1988.&nbsp;</p>
<p>The data capture methodology, workflow and statistics provide the basis for ongoing monitoring to assess the impact of management actions to limit fire&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>"
