document_ptr_id,scientific_outputs,knowledge_transfer,data_location,hardcopy_location,backup_location,goal,reason
1791,"<p><strong>Kimberley Islands Biodiversity Survey</strong></p>
<p><strong>Publications</strong></p>
<p>Doughty, P., Palmer, R., Cowan, M. and Pearson, D.J. (2012). Biogeographic patterns of frogs of the Kimberley islands, Western Australia. Records of the Western Australian Museum, Supplement 81, 109&ndash;124.</p>
<p>Gibson, L. (2009). Island treasures: a biological survey of the Kimberley islands. Coastlines Summer, 14&ndash;15.</p>
<p>Gibson, L. (2013). Treasures revealed: Kimberley islands&rsquo; biodiversity. Landscope 28(3), 16&ndash;23.</p>
<p>Gibson, L.A. (2014). Biogeographic patterns on Kimberley islands, Western Australia. Records of the Western Australian Museum, Supplement 81, 245&ndash;280.</p>
<p>Gibson, L.A. (submitted). The Natural World of the Kimberley. Treasures revealed: a biodiversity survey of the Kimberley islands. Kimberley Society (book chapter).</p>
<p>Gibson, L.A. and McKenzie, N.L. (2012). Identification of biodiversity assets of selected Kimberley islands: background and implementation. Records of the Western Australian Museum, Supplement 81, 1&ndash;14.</p>
<p>Gibson, L.A. and McKenzie, N.L. (2012). Occurrence of non-volant mammals on islands along the Kimberley coast of Western Australia. Records of the Western Australian Museum, Supplement 81, 15&ndash;40.</p>
<p>Gibson, L.A. and K&ouml;hler, F. (2012). Determinants of species richness and similarity of species composition of land snail communities on Kimberley islands. Records of the Western Australian Museum, Supplement 81, 41&ndash;66.</p>
<p>Gibson, L., K&ouml;hler, F. and Kessner, V. (2010). Diversity hot spot revealed: land snails of the Kimberley. Landscope 26(1), 26&ndash;31.</p>
<p>Gibson, L.A., Yates, S. and Doughty, P. (eds) (2015). Biodiversity Values on Selected Kimberley Islands, Australia. Records of the Western Australian Museum, Supplement 81. Western Australian Museum, Perth. 280 p.</p>
<p>Gibson, L., McKenzie, N., Start, T., Pearson, D. and Palmer, R. (2008). Treasures of a sunken coastline: a biological survey of the Kimberley islands. Landscope 23(4), 38&ndash;44</p>
<p>K&ouml;hler, F. (2010). Three new species and two new genera of land snails from the Bonaparte Archipelago in the Kimberley, Western Australia (Pulmonata: Camaenidae). Molluscan Research 30, 1&ndash;16.</p>
<p>K&ouml;hler, F. (2010). Uncovering local endemism in the Kimberley, Western Australia: description of new species of the genus Amplirhagada Iredale, 1933 (Pulmonata: Camaenidae). Records of the Australian Museum 62, 217&ndash;284.</p>
<p>K&ouml;hler, F. (2011). Australocosmica, a new genus of land snails from the Kimberley, Western Australia (Eupulmonata: Camaenidae). Malacologia 53, 199‒216.</p>
<p>K&ouml;hler, F. (2011). The camaenid species of the Kimberley Islands, Western Australia (Stylommatophora: Helicoidea). Malacologia 54, 203‒406.</p>
<p>Kohler, F. (2014). Secrets under the boab: The Kimberley's amazing snails. Wildlife Australia&nbsp;51, 14.</p>
<p>K&ouml;hler, F. and Gibson, L. (2009). Exploring the diversity of camaenid land snails in the Kimberley, Western Australia. Newsletter of the Malacological Society of Australasia 136, 1&ndash;3.</p>
<p>K&ouml;hler, F. and Gibson, L. (2010). Hidden treasures in an ancient land: The land snails of the Kimberley. Explore 31 (4), 10&ndash;12. The Australian Museum Magazine, Sydney.</p>
<p>K&ouml;hler, F., Kessner, V. and Whisson, C. (2012). New records of non-marine, non-camaenid gastropods from islands off the Kimberley coast, Western Australia. Records of the Western Australian Museum 27, 21&ndash;39.</p>
<p>Lyons, M.N, Keighery, G.J., Gibson, L.A. and Handasyde, T. (2013). Flora and vegetation communities of selected islands off the Kimberley coast of Western Australia. Records of the Western Australian Museum, Supplement 81, 205&ndash;244.</p>
<p>McKenzie, N.L. and Bullen, R.D. (2012). An acoustic survey of zoophagic bats on islands in the Kimberley, Western Australia, including data on the echolocation ecology, organization and habitat relationships of regional communities. Records of the Western Australian Museum, Supplement 81, 67&ndash;108.</p>
<p>Palmer, R. and Caton, W. (in press). Dry season diet of a barking owl, <em>Ninox connivens peninsularis</em> on Adolphus Island in the north of Western Australia. Corella.</p>
<p>Palmer, R., Cramer, V. and Oliver, P. (2011). A little gecko tells a big story. Landscope 27, 59&ndash;61.</p>
<p>Palmer, R., Pyke, D., Meek, P. and Cramer, V. (2013). The mysterious case of the black rat on Sunday Island. Landscope 28, 42&ndash;48.</p>
<p>Palmer, R., Pearson, D.J., Cowan, M.A. and Doughty, P. (2013). Islands and scales: a biogeographic survey of reptiles on Kimberley islands, Western Australia. Records of the Western Australian Museum, Supplement 81, 183&ndash;204.</p>
<p>Pearson, D.J., Cowan, M.A. and Caton, W. (2013). The avifauna of larger islands along the Kimberley coast, Western Australia. Records of the Western Australian Museum, Supplement 81, 125&ndash;144.</p>
<p>Vigilante, T., Toohey, J., Gorring, A., Blundell, V., Saunders, T., Mangolamara, S, George, K., Oobagooma, J, Waina, M., Morgan, K. and Doohan, K. (2013). Island country: Aboriginal connections, values and knowledge of the Western Australian Kimberley islands in the context of an island biological survey. Records of the Western Australian Museum, Supplement 81, 145&ndash;181.</p>
<p><strong>Related publications ‒ KIBS material used (tissues and/or vouchers)</strong></p>
<p><strong><em>Land snails</em></strong></p>
<p>Burghardt, I. and K&ouml;hler, F. (2015). Rhagada revisited: on the taxonomy of species from the Kimberley and Dampierland, Western Australia (Pulmonata: Camaenidae). Molluscan Research 35, 37‒50.</p>
<p>Criscione, F. and K&ouml;hler, F. (2013). Six new species of Australocosmica K&ouml;hler, 2011 from the Kimberley islands, Western Australia (Mollusca: Pulmonata: Camaenidae). Zootaxa 3608, 101‒115.</p>
<p>Criscione, F. and K&ouml;hler, F. (2013). More on snails and islands: molecular systematics and taxonomic revision of Setobaudinia Iredale (Gastropoda : Camaenidae) from the Kimberley, Western Australia, with description of new taxa. Invertebrate Systematics 27, 634‒654.</p>
<p>Criscione, F. and K&ouml;hler, F. (2014). Molecular phylogeny and taxonomic revision of the genera Baudinella Thiele, 1931, Retroterra Solem, 1985 and Molema K&ouml;hler, 2011 endemic to the coastal Kimberley, Western Australia (Gastropoda: Camaenidae). Journal of Zoological Systematics and Evolutionary Research 52, 273&ndash;284.</p>
<p>Criscione, F. and K&ouml;hler, F. (2014). Molecular phylogenetics and comparative anatomy of Kimberleytrachia K&ouml;hler, 2011 &ndash; a genus of land snail endemic to the coastal Kimberley, Western Australia with description of new taxa (Gastropoda: Camaenidae). Contributions to Zoology 83, 245‒267.</p>
<p>Hallan, A. and Fukuda, H. (2015). Taiwanassiminea phantasma n. sp.: a terrestrial assimineid (Caenogastropoda: Truncatelloidea) from Middle Osborn Island, Kimberley, Western Australia. Molluscan Research, DOI:10.1080/13235818.2014.985180.</p>
<p>K&ouml;hler, F. and Criscione, F. (2013). Plio‐Pleistocene out‐of‐Australia dispersal in a camaenid land snail.&nbsp;Journal of Biogeography&nbsp;40, 1971‒1982.</p>
<p>K&ouml;hler, F. and Criscione, F. (2015). A molecular phylogeny of camaenid land snails from north-western Australia unravels widespread homoplasy in morphological characters. Molecular Phylogenetics and Evolution 83, 44‒55.</p>
<p>K&ouml;hler, F. and Johnson, M.S. (2012). Species limits in molecular phylogenies: a cautionary tale from Australian land snails (Camaenidae: Amplirhagada Iredale, 1933).&nbsp;Zoological Journal of the Linnean Society 165, 337‒362.</p>
<p><strong><em>Frogs</em></strong></p>
<p>Catullo, R.A. and Keogh, J.S. (2014). Aridification drove repeated episodes of diversification between Australian biomes: evidence from a multi-locus phylogeny of Australian toadlets (Uperoleia: Myobatrachidae). Molecular Phylogenetics and Evolution 79, 106‒117.</p>
<p>Doughty, P. and Roberts, J.D. (2008). A new species of Uperoleia (Anura: Myobatrachidae) from the northwest Kimberley, Western Australia. Zootaxa 1939, 10‒18.</p>
<p><strong><em>Reptiles</em></strong></p>
<p>Amey, A.P. and Wilmer, J.W. (2014). Morphological diversity and genetic structure within Lerista kalumburu Storr, 1976 (Squamata: Scincomorpha: Sphenomorphidae)&mdash;taxonomic implications. Zootaxa 3821, 239‒252.</p>
<p>Doughty, P., Palmer, R., Sistrom, M.J., Bauer, A.M. and Donnellan, S.C. (2012). Two new species of Gehyra (Squamata: Gekkonidae) geckos from the north-west Kimberley region of Western Australia. Records of the Western Australian Museum 27, 117&ndash;134.</p>
<p>Doughty, P., Ellis, R.J. and Oliver, P.M. (2016). Many things come in small packages: Revision of the clawless geckos (Crenadactylus: Diplodactylidae) of Australia. Zootaxa 4168, 239.</p>
<p>Ellis, R.J. (2016). A new species of blindsnake (Scolecophidia: Typhlopidae: Anilios) from the Kimberley Region of Western Australia. Herpetologica 72, 271‒278.</p>
<p>Harradine, E.L., Andrew, M.E., Thomas, J.W., How, R.A., Schmitt, L.H. and Spencer, P.B.S. (2015). Importance of dispersal routes that minimize open ocean&ndash;movement to the genetic structure of island populations. Conservation Biology 29, 1704‒1714.</p>
<p>Harradine, E., How, R.A., Schmitt, L.H. and Spencer, P.B.S. (2015). Island size and remoteness have major conservation significance for how spatial diversity is partitioned in skinks. Biodiversity and Conservation 24, 2011‒2029.</p>
<p>Horner, P. (2009). Three new species of Ctenotus (Reptilia: Sauria: Scincidae) from the Kimberley region of Western Australia, with comments on the status of Ctenotus decaneurus yampiensis. Records of the Western Australian Museum 25, 181‒199.</p>
<p>Oliver, P.M., Doughty, P. and Palmer, R. (2012). Hidden biodiversity in rare northern Australian vertebrates: the case of the clawless geckos (Crenadactylus, Diplodactylidae) of the Kimberley. Wildlife Research 39, 429‒435.</p>
<p>Oliver, P.M., Laver, R.J., Melville, J. and Doughty, P. (2014). A new species of velvet gecko (Oedura: Diplodactylidae) from the limestone ranges of the southern Kimberley, Western Australia. Zootaxa 3873, 49‒61.</p>
<p>Oliver, P.M., Smith, K.L., Laver, R.J., Doughty, P. and Adams, M. (2014). Contrasting patterns of persistence and diversification in vicars of a widespread Australian lizard lineage (the Oedura marmorata complex). Journal of Biogeograph, 41, 2068‒2079.</p>
<p>Maddock, S T., Ellis, R J., Doughty, P., Smith, L.A., and Wuester, W. (2015). A new species of death adder (Acanthophis: Serpentes: Elapidae) from north-western Australia. Zootaxa 4007, 301‒326.</p>
<p>Moritz, C., Fujita, M.K., Rosauer, D., Agudo, R., Bourke, G., Doughty, P., Palmer, R., Pepper, M., Potter, S., Pratt, R., Scott, M., Tonione, M. and Donnellan, S. (2016). Multilocus phylogeography reveals nested endemism in a gecko across the monsoonal tropics of Australia. Molecular Ecology 25, 1354&ndash;1366.</p>
<p>Potter, S., Bragg, J.G., Peter, B.M., Bi, K. and Moritz, C. (2016). Phylogenomics at the tips: inferring lineages and their demographic history in a tropical lizard, Carlia amax. Molecular Ecology 25, 1367‒1380.</p>
<p>Skinner, A. (2009). A multivariate morphometric analysis and systematic review of Pseudonaja (Serpentes, Elapidae, Hydrophiinae). Zoological Journal of the Linnaean Society 155, 171‒197.</p>
<p><strong><em>Mammals</em></strong></p>
<p>Potter, S., Eldridge, M.D., Taggart, D.A. and Cooper, S.J. (2012). Multiple biogeographical barriers identified across the monsoon tropics of northern Australia: phylogeographic analysis of the brachyotis group of rock-wallabies. Molecular Ecology 21, 2254‒2269.</p>
<p>Potter, S., Close, R.L., Taggart, D.A., Cooper, S.J. and Eldridge, M.D. (2015). Taxonomy of rock-wallabies, Petrogale (Marsupialia: Macropodidae). IV. Multifaceted study of the brachyotis group identifies additional taxa. Australian Journal of Zoology 62, 401‒414.</p>
<p><strong><em>Plants</em></strong></p>
<p>Lohr, M.T., Lohr, C.A., Keighery, G. and Long, V. (2016).The status and distribution of non-native plants on the gazetted and territorial islands off the north coast of Western Australia. Conservation Science Western Australia 10, 1‒72.</p>
<p><strong><em>General</em></strong></p>
<p>Gibson, L., Cowan, M., Handasyde, T., Keighery, G. (2015) Biodiversity surveys in the Northern Kimberley coastal region: Balanggarra and Dambimangari country. Department of Parks and Wildlife, Kensington.</p>
<p>Palmer, R., Mott, R., Sonneman, T., Garretson, S., McKenzie, N., Thomas, N., Barrow, D., Coffey, J., Woolagoodja, K., Jungine, E. and Umbagai, J. (in press). A survey for Wijingadda (northern quoll Dasyurus hallucatus) and other fauna on islands in Dambimangari country in Talbot Bay (Kimberley, Western Australia). Conservation Science Western Australia.</p>
<p><strong>Other popular articles (KIBS featured)</strong></p>
<p>Laurie, V. (2010). The Kimberley: Australia&rsquo;s last great wilderness. UWA Publishing, Crawley.</p>","<p><strong>Conference papers</strong></p>
<p>Gibson, L.A. (2014). Biogeographic patterns on Kimberley islands, Western Australia. (ABSTRACT). Island Arks Symposium III, Hobart, 11-13 February 2014.</p>
<p>Gibson, L.A. (2012). Island treasures: biodiversity assets of the islands along the Kimberley coast of Western Australia. (ABSTRACT). Island Arks Symposium II, Canberra.</p>
<p>Gibson, L.A. and K&ouml;hler, F. (2011). Island treasures: patterns of species diversity and composition of land snails on Kimberley islands (ABSTRACT). 2011 Ecological Society of Australia Annual Conference, Hobart.</p>
<p><strong>Presentations</strong></p>
<ul>
<li>Aug 2006. DPaW Directorate ‒ Conservation issues in the Northern Kimberley and a proposed biological survey of its islands (N. McKenzie)</li>
<li>May 2007. Wunambal-Gaambera Corporation and Kimberley Land Council ‒ Proposed Biological Survey of Northern Kimberley Islands (N. McKenzie)</li>
<li>Oct 2007. Kimberley Society ‒ Kimberley Island Biodiversity Values and Threats (N. McKenzie)</li>
<li>Feb 2008. Environmental Protection Authority Seminar ‒ Biodiversity Values of Northern Kimberley Islands (N. McKenzie)</li>
<li>Mar 2008. Mowanjum Aboriginal Corporation ‒ Kimberley Island Survey (N. McKenzie)</li>
<li>Jul 2008. DPaW Science Division Biennial Meeting ‒ Island treasures: a biological survey of the Kimberley islands (L. Gibson)</li>
<li>Oct 2008. Presentation to NHT/NRM ‒ Kimberley Island Biodiversity Asset Identification and Protection Planning for Cane Toad Impact Mitigation (L. Gibson)</li>
<li>Nov 2008. Biology Seminar Series, University of Western Australia ‒ Island treasures: a biological survey of the Kimberley islands (L. Gibson)</li>
<li>June 2009. DPaW Dwellingup Seminar Series ‒ Island treasures: a biodiversity assessment of the islands off the Kimberley coast (L. Gibson)</li>
<li>Sept 2009. DPaW Kensington Seminar Series ‒ Island treasures: a biodiversity assessment of the islands off the Kimberley coast &ndash; with webcam link to Broome and Kununurra DEC offices (L. Gibson)</li>
<li>July 2010. WA Naturalists ‒ Island treasures: a biodiversity assessment of the islands off the Kimberley coast (L. Gibson)</li>
<li>Presentation to Traditional Owners at a Saltwater Country meeting &ndash; Broome (L. Gibson)</li>
<li>Environmental Protection Authority seminar series. Kimberley island biological survey (L. Gibson)</li>
<li>Wildflower Society of Western Australia: Eastern Hills branch ‒ Island treasures</li>
<li>a biodiversity assessment of the islands off the Kimberley (M. Lyons)</li>
<li>National Science Week presentation ‒ Biodiversity values on selected Kimberley islands (L. Gibson)</li>
<li>DPaW Nature Conservation Conference ‒ Biodiversity values on selected Kimberley islands (L. Gibson)</li>
<li>DPaW Kimberley Region &ndash; Biodiversity values on selected Kimberley islands (L. Gibson)</li>
<li>Apr 2012. Australasian Bat Society ‒ Organisation of Kimberley Bat Communities (N. McKenzie)</li>
<li>Sept 2013. Dambimangari Chairman and DEP staff ‒ Mammal decline in Oz, North Kimberley as a mammal hotspot and importance of its Islands (N. McKenzie)</li>
<li>Sept 2013. Balanggarra Council ‒ North Kimberley as a mammal hotspot and importance of its islands (N. McKenzie)</li>
<li>Sept 2013. Environment Minister, DPaW DG and WG Directorate ‒ Mammal loss in Australia and purpose and outcomes of Kimberley island survey (N. McKenzie)</li>
<li>DPaW Parks and Visitor Services Conference ‒ Engaging with Traditional Owners: the Kimberley Island Biodiversity Survey (L. Gibson)</li>
<li>Kimberley Society Symposium: The Natural World of the Kimberley ‒ Treasures revealed: a biodiversity survey of the Kimberley islands (L. Gibson)</li>
<li>Official book launch of <em>Biodiversity values on selected Kimberley islands, Australia</em> (L. Gibson)</li>
<li>2010, 2012, 2013, 2014, 2015, 2016. Guest lecture to Murdoch University Conservation Biology students &ndash; Kimberley island biodiversity survey case study (L. Gibson)</li>
</ul>",<p>http://internal-data.dpaw.wa.gov.au/dataset/biodiversity-values-on-selected-kimberley-islands</p>,"<p>Data provided as electronic appendices at <a href=""http://museum.wa.gov.au/research/records-supplements/supplements/supplement-81"">http://museum.wa.gov.au/research/records-supplements/supplements/supplement-81</a></p>
<p>&nbsp;</p>",,completed,<p>Project completed and published</p>
1765,,,,,,terminated,
1768,,,,,,completed,
1766,,,,,,terminated,<p>Observatory Function no longer part of SCD</p>
1769,,,,,,completed,
2155,,,,,,completed,
1298,"<p>&nbsp;</p>
<p><br /><br /><br /><br /><br /><br /><br /><br /></p>
<p><br /><br /><br /><br /><br /><br /><br /><br /><br /></p>
<p><br /><br /><br /><br /><br /><br /><br /><br /><br /></p>","<p>&nbsp;</p>
<p><br /><br /><br /><br /><br /><br /><br /><br /></p>
<p><br /><br /><br /><br /><br /><br /><br /><br /><br /></p>
<p><br /><br /><br /><br /><br /><br /><br /><br /><br /></p>","<p>&nbsp;</p>
<p><br /><br /><br /><br /><br /><br /><br /><br /></p>
<p><br /><br /><br /><br /><br /><br /><br /><br /><br /></p>",,,terminated,<p>Priority to be given to other tasks.</p>
2251,,,,,,completed,
2293,,,,,,completed,
2273,,,,,,completed,
2241,,,,,,terminated,<p>Merged into another project - SP2018-033</p>
2292,,,,,,completed,
3109,"<p>Graham NA, Robinson JP, Smith SE, Govinden R, Gendron G, Wilson SK. (2020) Changing role of coral reef marine reserves in a warming climate. <em>Nature Communications</em>. 11:2000.</p>
<p>Pratchett MS, Messmer V, Wilson SK (2020). Size-specific recolonization success by coral-dwelling damselfishes moderates resilience to habitat loss. <em>Scientific Reports</em>. 10:17016</p>
<p>Vanderklift MA, Babcock RC, Barnes PB, Cresswell AK, Feng M, Haywood MDE, Holmes TH, Lavery PS, Pillans RD, Smallwood CB, Thomson DP, Tucker AD, Waples K, Wilson SK (2020). The oceanography and marine ecology of Ningaloo, a World Heritage Area. Hawkins SJ et al. (eds) <em>Oceanography and Marine Biology: An Annual Review</em> 58:143-178.</p>
<p>Robinson JPW, Wilson SK, Robinson J, Gerry C, Lucas J, Assan C, Govinden R, Jennings S, Graham NAJ (2019) Productive instability of coral reef fisheries after climate-driven regime shifts. <em>Nat Ecol Evol</em></p>
<p>Robinson JPW, Wilson SK, Jennings S, Graham NAJ (2019) Thermal stress induces persistently altered coral reef fish assemblages. <em>Global Change Biology</em> 25:2739&ndash;2750</p>
<p>Wilson SK, Robinson JPW, Chong-Seng K, Robinson J, Graham NAJ (2019) Boom and bust of keystone structure on coral reefs. <em>Coral Reefs</em> 38:625&ndash;635</p>
<p>Hempson TN, Graham NAJ, MacNeil AM, Bodin N, Wilson SK (2018) Regime shifts shorten food chains for mesopredators with potential sublethal effects <em>Functional Ecology</em> 32:820-830</p>
<p>Hempson TN, Graham NAJ, MacNeil MA, Hoey AS, Wilson SK (2018) Ecosystem regime shifts disrupt trophic structure <em>Ecol App</em> <em>28, 191-200</em>&nbsp;&nbsp;</p>
<p>Darling ES, Graham NAJ, Januchowski-Hartley FA, Nash KL, Pratchett MS, Wilson SK (2017) Relationships between structural complexity, coral traits, and reef fish assemblages. <em>Coral Reefs</em> 36, 561-575.</p>
<p>Graham NAJ, Cinner JE, Holmes T, Huchery C, MacNeil MA, McClanahan TR, Wilson SK (2017) Human disruption of coral reef trophic structure. <em>Curr Biol </em>27, 231-236</p>
<p>Hoey AS, Howells E, Johansen JL, Hobbs JP, Messmer V, McCowan DM, Wilson SK, Pratchett MS (2016) Recent advances in understanding the effects of climate change on coral reefs. <em>Diversity</em> 18:12.</p>
<p>Thillainath EC, McIlwain JL, Wilson SK, Depczynski M (2016) Estimating the role of three mesopredatory fishes in coral reef food webs at Ningaloo Reef, Western Australia. <em>Coral Reefs </em>35:261-269</p>
<p>Wilson SK, Depczynski M, Fulton CJ, Holmes TH, Radford BT, Tinkler P (2016) Influence of nursery microhabitats on the abundance of a coral reef fish. <em>Proceedings of the Royal Society B </em>283: 20160903</p>
<p>Coker DJ, Hoey AS, Wilson SK, Depczynski M, Graham NAJ, Hobbs JPA, Holmes TH, Pratchett MS (2015) Habitat selectivity and reliance on live corals for Indo-Pacific Hawkfishes (Family: Cirrhitidae). <em>PloS one</em> 10 (11), e0138136</p>
<p>Graham NAJ, Jennings S, MacNeil MA, Mouillot D, Wilson SK (2015) Predicting climate driven regime shifts versus rebound potential in coral reefs. <em>Nature </em>518: 94-97</p>
<p>Ashworth EC, Depczynski M, Holmes T, Wilson SK (2014) Quantitative diet analysis of four meso-predators from Ningaloo Reef, Western Australia. <em>Journal of Fish Biology </em>84: 1031&ndash;1045</p>
<p>Coker DJ, Wilson SK, Pratchett MS (2014) Importance of live coral habitat for reef fishes. <em>Reviews in Fish Biology and Fisheries</em> 24:89-126</p>
<p>Pratchett MS, Hoey AS, Wilson SK (2014) Reef degradation and the loss of critical ecosystem goods and services provided by coral reef fishes. <em>Current Opinion in Environmental Sustainability</em> 7: 37-43</p>
<p>Holmes TH, Wilson SK, Vanderklift M, Babcock R, Fraser M (2012) The role of <em>Thalassoma lunare </em>as a predator of juvenile fish on a sub-tropical coral reef. Coral Reefs 31: 1113-1123.</p>
<p>Wilson SK, Babcock RC, Fisher R, Holmes TH, Moore JAY, Thomson DP (2012) Relative and combined effects of habitat and fishing on reef fish communities across a limited fishing gradient at Ningaloo. <em>Marine Environmental Research </em>81:1-11.</p>
<p>Pratchett MS, Hoey AS, Wilson SK, Messmer V, Graham NAJ (2011) Changes in biodiversity and functioning of reef fish assemblages following coral bleaching and coral loss. <em>Diversity</em> 3:424-452.</p>
<p>Farmer B, Wilson SK (2011) Diet of targeted finfishes and the implications for trophic cascades <em>Environmental Biology Fishes</em> 91:71&ndash;85.</p>
<p>Graham NAJ, Chabanet P, Evans RD, Jennings S, Letourneur Y, MacNeil MA, McClanahan TR, &Ouml;hman MC, Polunin NVC, Wilson SK (2011) Extinction risk in coral reef fishes. <em>Ecology Letters</em> 14: 341-348</p>
<p>Wilson SK, Depczynski M, Fisher R, Holmes TH, O&rsquo;Leary RA, Tinkler P (2010) The&nbsp; importance of coral in the habitat use of juvenile reef fish. <em>PLoS ONE</em> 5: e15185</p>
<p>&nbsp;</p>","<p>This project has resulted in the publication of more than 20 papers and&nbsp; 2 book chapters. Findings have been&nbsp; presented back to management in the form of local and public presentations, as well as via social media and fact sheets and have been presented to the broader scientific community at national (ACRS, AMSA) and international conferences (ICRS, IPFC)</p>","<p>T:\06_Research\Core\Current\SPP-2009-003_fishing_CC</p>
<p>&nbsp;</p>",,,completed,<p>Objectives have been met</p>
